#TYPE System.Diagnostics.EventLogEntry#Application/Software Protection Platform Service/1073758208
"EventID";"MachineName";"Data";"Index";"Category";"CategoryNumber";"EntryType";"Message";"Source";"ReplacementStrings";"InstanceId";"TimeGenerated";"TimeWritten";"UserName";"Site";"Container"
"8230";"DESKTOP-9GCV781";"System.Byte[]";"15136";"(0)";"0";"Information";"Обработчик правил успешно выполнил повторную обработку расписания.
Политики ядра:
Security-SPP-Action-StateData (REG_SZ) =AppId=55c92734-d682-4d71-983e-d6ec3f16059f;GraceEndDate=2022/07/23:15:47:43;LastConsumptionReason=0x4004f040;LastNotificationId=Cleanup;LicenseState=SL_LICENSING_STATUS_LICENSED;PartialProductKey=T83GX;ProductKeyType=Volume:GVLK;SkuId=2de67392-b7a7-462a-b1ca-108dd189f588;ruleId=379cccfb-d4e0-48fe-b0f2-0136097be147;uxDifferentiator=ENVIRONMENT;volumeActivationOrder=normal";"Software Protection Platform Service";"System.String[]";"1073750054";"01.02.2022 19:38:46";"01.02.2022 19:38:46";;;
"16394";"DESKTOP-9GCV781";"System.Byte[]";"15135";"(0)";"0";"Information";"Миграция прежних версий без подключения к сети прошла успешно.";"Software Protection Platform Service";"System.String[]";"3221241866";"01.02.2022 19:38:41";"01.02.2022 19:38:41";;;
"6000";"DESKTOP-9GCV781";"System.Byte[]";"15134";"(0)";"0";"Information";"Ошибка обработки события уведомления из-за недоступности подписчика уведомлений winlogon <WSearch>.";"Wlclntfy";"System.String[]";"2147489648";"31.01.2022 22:52:04";"31.01.2022 22:52:04";;;
"9027";"DESKTOP-9GCV781";"System.Byte[]";"15133";"(0)";"0";"Information";"Диспетчер окон рабочего стола зарегистрировал порт сеанса.";"Desktop Window Manager";"System.String[]";"1073750851";"31.01.2022 22:51:58";"31.01.2022 22:51:58";;;
"16384";"DESKTOP-9GCV781";"System.Byte[]";"15132";"(0)";"0";"Information";"Перезапуск службы защиты программного обеспечения успешно запланирован на 2022-02-23T15:47:10Z. Причина: RulesEngine.";"Software Protection Platform Service";"System.String[]";"1073758208";"31.01.2022 21:47:10";"31.01.2022 21:47:10";;;
"8233";"DESKTOP-9GCV781";"System.Byte[]";"15131";"(0)";"0";"Warning";"Обработчик правил сообщил о сбое попытки активации корпоративной лицензии.
Причина:0x8007000D
AppId: 0ff1ce15-a989-479d-af46-f275c6370663, SkuId: d450596f-894d-49e0-966a-fd39ed4c4c64
Триггер: UserLogon(12)";"Software Protection Platform Service";"System.String[]";"1073750057";"31.01.2022 21:46:16";"31.01.2022 21:46:16";;;
"8230";"DESKTOP-9GCV781";"System.Byte[]";"15130";"(0)";"0";"Information";"Обработчик правил успешно выполнил повторную обработку расписания.
Политики ядра:
Security-SPP-Action-StateData (REG_SZ) =AppId=55c92734-d682-4d71-983e-d6ec3f16059f;GraceEndDate=2022/07/23:15:48:09;LastConsumptionReason=0x4004f040;LastNotificationId=Cleanup;LicenseState=SL_LICENSING_STATUS_LICENSED;PartialProductKey=T83GX;ProductKeyType=Volume:GVLK;SkuId=2de67392-b7a7-462a-b1ca-108dd189f588;ruleId=379cccfb-d4e0-48fe-b0f2-0136097be147;uxDifferentiator=ENVIRONMENT;volumeActivationOrder=normal";"Software Protection Platform Service";"System.String[]";"1073750054";"31.01.2022 21:46:09";"31.01.2022 21:46:09";;;
"16394";"DESKTOP-9GCV781";"System.Byte[]";"15129";"(0)";"0";"Information";"Миграция прежних версий без подключения к сети прошла успешно.";"Software Protection Platform Service";"System.String[]";"3221241866";"31.01.2022 21:46:07";"31.01.2022 21:46:07";;;
"9027";"DESKTOP-9GCV781";"System.Byte[]";"15128";"(0)";"0";"Information";"Диспетчер окон рабочего стола зарегистрировал порт сеанса.";"Desktop Window Manager";"System.String[]";"1073750851";"31.01.2022 21:46:02";"31.01.2022 21:46:02";;;
"6000";"DESKTOP-9GCV781";"System.Byte[]";"15127";"(0)";"0";"Information";"Ошибка обработки события уведомления из-за недоступности подписчика уведомлений winlogon <WSearch>.";"Wlclntfy";"System.String[]";"2147489648";"31.01.2022 21:46:02";"31.01.2022 21:46:02";;;
"10002";"DESKTOP-9GCV781";"System.Byte[]";"15126";"(0)";"0";"Information";"Работа этого приложения была завершена из-за зависания: WorldOfTanks.exe.";"Microsoft-Windows-Winsrv";"System.String[]";"10002";"31.01.2022 21:45:56";"31.01.2022 21:45:56";"NT AUTHORITY\СИСТЕМА";;
"1001";"DESKTOP-9GCV781";"System.Byte[]";"15125";"(0)";"0";"Information";"Контейнер ошибки 1519545485123874540, тип 5
Имя события: RADAR_PRE_LEAK_WOW64
Отклик: Нет данных
Идентификатор CAB: 0

Сигнатура проблемы:
P1: WorldOfTanks.exe
P2: 1.15.0.601
P3: 10.0.19042.2.0.0
P4: 
P5: 
P6: 
P7: 
P8: 
P9: 
P10: 

Вложенные файлы:
\\?\C:\Users\k502\AppData\Local\Temp\RDR7F83.tmp\empty.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER7F94.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER7FA4.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER7FD1.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER8001.tmp.txt

Эти файлы можно найти здесь:


Символ анализа: 
Повторный поиск решения: 0
Идентификатор отчета: df8a0272-ef82-4dd1-b038-0b7da3a7eeec
Состояние отчета: 268435456
Хэшированный контейнер: 4d6eb1478b3bb0fe251682915cdb6eec
Идентификатор GUID CAB: 0";"Windows Error Reporting";"System.String[]";"1001";"31.01.2022 21:07:46";"31.01.2022 21:07:46";;;
"0";"DESKTOP-9GCV781";"System.Byte[]";"15124";"(0)";"0";"Information";"Не найдено описание для события с кодом '0' в источнике 'Firefox Default Browser Agent'.  Возможно, на локальном компьютере нет нужных данных реестра или файлов сообщений DLL для отображения сообщений, либо у вас нет прав доступа к ним.  В записи события содержится следующая информация:'INFO - Using HTTP backend wininet.dll'";"Firefox Default Browser Agent";"System.String[]";"0";"31.01.2022 20:48:26";"31.01.2022 20:48:26";;;
"0";"DESKTOP-9GCV781";"System.Byte[]";"15123";"(0)";"0";"Information";"Не найдено описание для события с кодом '0' в источнике 'Firefox Default Browser Agent'.  Возможно, на локальном компьютере нет нужных данных реестра или файлов сообщений DLL для отображения сообщений, либо у вас нет прав доступа к ним.  В записи события содержится следующая информация:'INFO - Using remote settings URL: https://firefox.settings.services.mozilla.com/v1/buckets/main/collections/windows-default-browser-agent/records/state'";"Firefox Default Browser Agent";"System.String[]";"0";"31.01.2022 20:48:26";"31.01.2022 20:48:26";;;
"8224";"DESKTOP-9GCV781";"System.Byte[]";"15122";"(0)";"0";"Information";"Служба VSS выключается из-за тайм-аута простоя.
";"VSS";"System.String[]";"8224";"31.01.2022 20:38:08";"31.01.2022 20:38:08";;;
"16384";"DESKTOP-9GCV781";"System.Byte[]";"15121";"(0)";"0";"Information";"Перезапуск службы защиты программного обеспечения успешно запланирован на 2022-02-23T15:47:05Z. Причина: RulesEngine.";"Software Protection Platform Service";"System.String[]";"1073758208";"31.01.2022 20:35:05";"31.01.2022 20:35:05";;;
"15";"DESKTOP-9GCV781";"System.Byte[]";"15120";"(0)";"0";"Information";"Состояние Windows Defender успешно изменено на SECURITY_PRODUCT_STATE_ON.";"SecurityCenter";"System.String[]";"15";"31.01.2022 20:34:10";"31.01.2022 20:34:10";;;
"15";"DESKTOP-9GCV781";"System.Byte[]";"15119";"(0)";"0";"Information";"Состояние Windows Defender успешно изменено на SECURITY_PRODUCT_STATE_ON.";"SecurityCenter";"System.String[]";"15";"31.01.2022 20:34:08";"31.01.2022 20:34:08";;;
"16394";"DESKTOP-9GCV781";"System.Byte[]";"15118";"(0)";"0";"Information";"Миграция прежних версий без подключения к сети прошла успешно.";"Software Protection Platform Service";"System.String[]";"3221241866";"31.01.2022 20:34:07";"31.01.2022 20:34:07";;;
"15";"DESKTOP-9GCV781";"System.Byte[]";"15117";"(0)";"0";"Information";"Состояние Windows Defender успешно изменено на SECURITY_PRODUCT_STATE_ON.";"SecurityCenter";"System.String[]";"15";"31.01.2022 19:03:55";"31.01.2022 19:03:55";;;
"16384";"DESKTOP-9GCV781";"System.Byte[]";"15116";"(0)";"0";"Information";"Перезапуск службы защиты программного обеспечения успешно запланирован на 2022-02-23T15:47:50Z. Причина: RulesEngine.";"Software Protection Platform Service";"System.String[]";"1073758208";"31.01.2022 19:02:50";"31.01.2022 19:02:50";;;
"1003";"DESKTOP-9GCV781";"System.Byte[]";"15115";"(0)";"0";"Information";"Служба защиты программного обеспечения завершила проверку состояния лицензирования.
Идентификатор приложения=0ff1ce15-a989-479d-af46-f275c6370663
Состояние лицензирования=
1: c47456e3-265d-47b6-8ca0-c30abbd0ca36, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: d450596f-894d-49e0-966a-fd39ed4c4c64, 1, 1 [(0 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)( 2 0x00000000 0 0 msft:rm/algorithm/volume/1.0 0x4004F040 126275)(?)(?)(?)(?)])(1 )(2 )(3 )]

";"Software Protection Platform Service";"System.String[]";"1073742827";"31.01.2022 19:02:19";"31.01.2022 19:02:19";;;
"16394";"DESKTOP-9GCV781";"System.Byte[]";"15114";"(0)";"0";"Information";"Миграция прежних версий без подключения к сети прошла успешно.";"Software Protection Platform Service";"System.String[]";"3221241866";"31.01.2022 19:02:19";"31.01.2022 19:02:19";;;
"16384";"DESKTOP-9GCV781";"System.Byte[]";"15113";"(0)";"0";"Information";"Перезапуск службы защиты программного обеспечения успешно запланирован на 2022-02-23T15:47:11Z. Причина: RulesEngine.";"Software Protection Platform Service";"System.String[]";"1073758208";"31.01.2022 18:58:11";"31.01.2022 18:58:11";;;
"16394";"DESKTOP-9GCV781";"System.Byte[]";"15112";"(0)";"0";"Information";"Миграция прежних версий без подключения к сети прошла успешно.";"Software Protection Platform Service";"System.String[]";"3221241866";"31.01.2022 18:57:40";"31.01.2022 18:57:40";;;
"16384";"DESKTOP-9GCV781";"System.Byte[]";"15111";"(0)";"0";"Information";"Перезапуск службы защиты программного обеспечения успешно запланирован на 2022-02-23T15:47:39Z. Причина: RulesEngine.";"Software Protection Platform Service";"System.String[]";"1073758208";"31.01.2022 18:57:39";"31.01.2022 18:57:39";;;
"1003";"DESKTOP-9GCV781";"System.Byte[]";"15110";"(0)";"0";"Information";"Служба защиты программного обеспечения завершила проверку состояния лицензирования.
Идентификатор приложения=0ff1ce15-a989-479d-af46-f275c6370663
Состояние лицензирования=
1: c47456e3-265d-47b6-8ca0-c30abbd0ca36, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: d450596f-894d-49e0-966a-fd39ed4c4c64, 1, 1 [(0 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)( 2 0x00000000 0 0 msft:rm/algorithm/volume/1.0 0x4004F040 126280)(?)(?)(?)(?)])(1 )(2 )(3 )]

";"Software Protection Platform Service";"System.String[]";"1073742827";"31.01.2022 18:56:53";"31.01.2022 18:56:53";;;
"16394";"DESKTOP-9GCV781";"System.Byte[]";"15109";"(0)";"0";"Information";"Миграция прежних версий без подключения к сети прошла успешно.";"Software Protection Platform Service";"System.String[]";"3221241866";"31.01.2022 18:56:52";"31.01.2022 18:56:52";;;
"16384";"DESKTOP-9GCV781";"System.Byte[]";"15108";"(0)";"0";"Information";"Перезапуск службы защиты программного обеспечения успешно запланирован на 2022-02-23T15:47:04Z. Причина: RulesEngine.";"Software Protection Platform Service";"System.String[]";"1073758208";"31.01.2022 18:55:04";"31.01.2022 18:55:04";;;
"15";"DESKTOP-9GCV781";"System.Byte[]";"15107";"(0)";"0";"Information";"Состояние Windows Defender успешно изменено на SECURITY_PRODUCT_STATE_ON.";"SecurityCenter";"System.String[]";"15";"31.01.2022 18:54:45";"31.01.2022 18:54:45";;;
"0";"DESKTOP-9GCV781";"System.Byte[]";"15106";"(0)";"0";"Information";"Service stopped.";"edgeupdate";"System.String[]";"0";"31.01.2022 18:54:45";"31.01.2022 18:54:45";;;
"0";"DESKTOP-9GCV781";"System.Byte[]";"15105";"(0)";"0";"Information";"Не найдено описание для события с кодом '0' в источнике 'gupdate'.  Возможно, на локальном компьютере нет нужных данных реестра или файлов сообщений DLL для отображения сообщений, либо у вас нет прав доступа к ним.  В записи события содержится следующая информация:'Service stopped'";"gupdate";"System.String[]";"0";"31.01.2022 18:54:44";"31.01.2022 18:54:44";;;
"8233";"DESKTOP-9GCV781";"System.Byte[]";"15104";"(0)";"0";"Warning";"Обработчик правил сообщил о сбое попытки активации корпоративной лицензии.
Причина:0x8007000D
AppId: 0ff1ce15-a989-479d-af46-f275c6370663, SkuId: d450596f-894d-49e0-966a-fd39ed4c4c64
Триггер: UserLogon(11)";"Software Protection Platform Service";"System.String[]";"1073750057";"31.01.2022 18:54:14";"31.01.2022 18:54:14";;;
"8233";"DESKTOP-9GCV781";"System.Byte[]";"15103";"(0)";"0";"Warning";"Обработчик правил сообщил о сбое попытки активации корпоративной лицензии.
Причина:0x8007000D
AppId: 0ff1ce15-a989-479d-af46-f275c6370663, SkuId: d450596f-894d-49e0-966a-fd39ed4c4c64
Триггер: NetworkAvailable";"Software Protection Platform Service";"System.String[]";"1073750057";"31.01.2022 18:54:07";"31.01.2022 18:54:07";;;
"8230";"DESKTOP-9GCV781";"System.Byte[]";"15102";"(0)";"0";"Information";"Обработчик правил успешно выполнил повторную обработку расписания.
Политики ядра:
Security-SPP-Action-StateData (REG_SZ) =AppId=55c92734-d682-4d71-983e-d6ec3f16059f;GraceEndDate=2022/07/23:15:47:58;LastConsumptionReason=0x4004f040;LastNotificationId=Cleanup;LicenseState=SL_LICENSING_STATUS_LICENSED;PartialProductKey=T83GX;ProductKeyType=Volume:GVLK;SkuId=2de67392-b7a7-462a-b1ca-108dd189f588;ruleId=379cccfb-d4e0-48fe-b0f2-0136097be147;uxDifferentiator=ENVIRONMENT;volumeActivationOrder=normal";"Software Protection Platform Service";"System.String[]";"1073750054";"31.01.2022 18:54:00";"31.01.2022 18:54:00";;;
"16394";"DESKTOP-9GCV781";"System.Byte[]";"15101";"(0)";"0";"Information";"Миграция прежних версий без подключения к сети прошла успешно.";"Software Protection Platform Service";"System.String[]";"3221241866";"31.01.2022 18:53:56";"31.01.2022 18:53:56";;;
"6000";"DESKTOP-9GCV781";"System.Byte[]";"15100";"(0)";"0";"Information";"Ошибка обработки события уведомления из-за недоступности подписчика уведомлений winlogon <WSearch>.";"Wlclntfy";"System.String[]";"2147489648";"30.01.2022 23:20:04";"30.01.2022 23:20:04";;;
"9027";"DESKTOP-9GCV781";"System.Byte[]";"15099";"(0)";"0";"Information";"Диспетчер окон рабочего стола зарегистрировал порт сеанса.";"Desktop Window Manager";"System.String[]";"1073750851";"30.01.2022 23:19:58";"30.01.2022 23:19:58";;;
"0";"DESKTOP-9GCV781";"System.Byte[]";"15098";"(0)";"0";"Information";"Не найдено описание для события с кодом '0' в источнике 'gupdate'.  Возможно, на локальном компьютере нет нужных данных реестра или файлов сообщений DLL для отображения сообщений, либо у вас нет прав доступа к ним.  В записи события содержится следующая информация:'Service stopped'";"gupdate";"System.String[]";"0";"30.01.2022 23:01:41";"30.01.2022 23:01:41";;;
"16384";"DESKTOP-9GCV781";"System.Byte[]";"15097";"(0)";"0";"Information";"Перезапуск службы защиты программного обеспечения успешно запланирован на 2022-02-23T15:46:26Z. Причина: RulesEngine.";"Software Protection Platform Service";"System.String[]";"1073758208";"30.01.2022 22:59:26";"30.01.2022 22:59:26";;;
"16394";"DESKTOP-9GCV781";"System.Byte[]";"15096";"(0)";"0";"Information";"Миграция прежних версий без подключения к сети прошла успешно.";"Software Protection Platform Service";"System.String[]";"3221241866";"30.01.2022 22:58:55";"30.01.2022 22:58:55";;;
"0";"DESKTOP-9GCV781";"System.Byte[]";"15095";"(0)";"0";"Information";"Service stopped.";"edgeupdate";"System.String[]";"0";"30.01.2022 22:54:17";"30.01.2022 22:54:17";;;
"15";"DESKTOP-9GCV781";"System.Byte[]";"15094";"(0)";"0";"Information";"Состояние Windows Defender успешно изменено на SECURITY_PRODUCT_STATE_ON.";"SecurityCenter";"System.String[]";"15";"30.01.2022 21:16:01";"30.01.2022 21:16:01";;;
"15";"DESKTOP-9GCV781";"System.Byte[]";"15093";"(0)";"0";"Information";"Состояние Windows Defender успешно изменено на SECURITY_PRODUCT_STATE_ON.";"SecurityCenter";"System.String[]";"15";"30.01.2022 21:15:06";"30.01.2022 21:15:06";;;
"0";"DESKTOP-9GCV781";"System.Byte[]";"15092";"(0)";"0";"Information";"Не найдено описание для события с кодом '0' в источнике 'Firefox Default Browser Agent'.  Возможно, на локальном компьютере нет нужных данных реестра или файлов сообщений DLL для отображения сообщений, либо у вас нет прав доступа к ним.  В записи события содержится следующая информация:'INFO - Using HTTP backend wininet.dll'";"Firefox Default Browser Agent";"System.String[]";"0";"30.01.2022 21:06:02";"30.01.2022 21:06:02";;;
"0";"DESKTOP-9GCV781";"System.Byte[]";"15091";"(0)";"0";"Information";"Не найдено описание для события с кодом '0' в источнике 'Firefox Default Browser Agent'.  Возможно, на локальном компьютере нет нужных данных реестра или файлов сообщений DLL для отображения сообщений, либо у вас нет прав доступа к ним.  В записи события содержится следующая информация:'INFO - Using remote settings URL: https://firefox.settings.services.mozilla.com/v1/buckets/main/collections/windows-default-browser-agent/records/state'";"Firefox Default Browser Agent";"System.String[]";"0";"30.01.2022 21:06:02";"30.01.2022 21:06:02";;;
"16384";"DESKTOP-9GCV781";"System.Byte[]";"15090";"(0)";"0";"Information";"Перезапуск службы защиты программного обеспечения успешно запланирован на 2022-02-23T15:47:06Z. Причина: RulesEngine.";"Software Protection Platform Service";"System.String[]";"1073758208";"30.01.2022 21:04:06";"30.01.2022 21:04:06";;;
"8233";"DESKTOP-9GCV781";"System.Byte[]";"15089";"(0)";"0";"Warning";"Обработчик правил сообщил о сбое попытки активации корпоративной лицензии.
Причина:0x8007000D
AppId: 0ff1ce15-a989-479d-af46-f275c6370663, SkuId: d450596f-894d-49e0-966a-fd39ed4c4c64
Триггер: UserLogon(10)";"Software Protection Platform Service";"System.String[]";"1073750057";"30.01.2022 21:03:28";"30.01.2022 21:03:28";;;
"8230";"DESKTOP-9GCV781";"System.Byte[]";"15088";"(0)";"0";"Information";"Обработчик правил успешно выполнил повторную обработку расписания.
Политики ядра:
Security-SPP-Action-StateData (REG_SZ) =AppId=55c92734-d682-4d71-983e-d6ec3f16059f;GraceEndDate=2022/07/23:15:48:21;LastConsumptionReason=0x4004f040;LastNotificationId=Cleanup;LicenseState=SL_LICENSING_STATUS_LICENSED;PartialProductKey=T83GX;ProductKeyType=Volume:GVLK;SkuId=2de67392-b7a7-462a-b1ca-108dd189f588;ruleId=379cccfb-d4e0-48fe-b0f2-0136097be147;uxDifferentiator=ENVIRONMENT;volumeActivationOrder=normal";"Software Protection Platform Service";"System.String[]";"1073750054";"30.01.2022 21:03:21";"30.01.2022 21:03:21";;;
"8233";"DESKTOP-9GCV781";"System.Byte[]";"15087";"(0)";"0";"Warning";"Обработчик правил сообщил о сбое попытки активации корпоративной лицензии.
Причина:0x8007000D
AppId: 0ff1ce15-a989-479d-af46-f275c6370663, SkuId: d450596f-894d-49e0-966a-fd39ed4c4c64
Триггер: NetworkAvailable";"Software Protection Platform Service";"System.String[]";"1073750057";"30.01.2022 21:03:19";"30.01.2022 21:03:19";;;
"8230";"DESKTOP-9GCV781";"System.Byte[]";"15086";"(0)";"0";"Information";"Обработчик правил успешно выполнил повторную обработку расписания.
Политики ядра:
Security-SPP-Action-StateData (REG_SZ) =AppId=55c92734-d682-4d71-983e-d6ec3f16059f;GraceEndDate=2022/07/23:15:48:13;LastConsumptionReason=0x4004f040;LastNotificationId=Cleanup;LicenseState=SL_LICENSING_STATUS_LICENSED;PartialProductKey=T83GX;ProductKeyType=Volume:GVLK;SkuId=2de67392-b7a7-462a-b1ca-108dd189f588;ruleId=379cccfb-d4e0-48fe-b0f2-0136097be147;uxDifferentiator=ENVIRONMENT;volumeActivationOrder=normal";"Software Protection Platform Service";"System.String[]";"1073750054";"30.01.2022 21:03:14";"30.01.2022 21:03:14";;;
"16394";"DESKTOP-9GCV781";"System.Byte[]";"15085";"(0)";"0";"Information";"Миграция прежних версий без подключения к сети прошла успешно.";"Software Protection Platform Service";"System.String[]";"3221241866";"30.01.2022 21:03:07";"30.01.2022 21:03:07";;;
"6000";"DESKTOP-9GCV781";"System.Byte[]";"15084";"(0)";"0";"Information";"Ошибка обработки события уведомления из-за недоступности подписчика уведомлений winlogon <WSearch>.";"Wlclntfy";"System.String[]";"2147489648";"30.01.2022 20:25:16";"30.01.2022 20:25:16";;;
"9027";"DESKTOP-9GCV781";"System.Byte[]";"15083";"(0)";"0";"Information";"Диспетчер окон рабочего стола зарегистрировал порт сеанса.";"Desktop Window Manager";"System.String[]";"1073750851";"30.01.2022 20:25:10";"30.01.2022 20:25:10";;;
"15";"DESKTOP-9GCV781";"System.Byte[]";"15082";"(0)";"0";"Information";"Состояние Windows Defender успешно изменено на SECURITY_PRODUCT_STATE_ON.";"SecurityCenter";"System.String[]";"15";"30.01.2022 19:17:56";"30.01.2022 19:17:56";;;
